State,Year,Quarter,District,RegisteredUser
arunachal-pradesh,2020,1,siang district,1390
arunachal-pradesh,2020,1,kra daadi district,701
arunachal-pradesh,2020,1,changlang district,11262
arunachal-pradesh,2020,1,pakke kessang district,371
arunachal-pradesh,2020,1,east siang district,11298
arunachal-pradesh,2020,1,upper subansiri district,3675
arunachal-pradesh,2020,1,tawang district,8048
arunachal-pradesh,2020,1,namsai district,6029
arunachal-pradesh,2020,2,lower subansiri district,5392
arunachal-pradesh,2020,2,tirap district,5239
arunachal-pradesh,2020,2,papum pare district,59968
arunachal-pradesh,2020,2,anjaw district,1961
arunachal-pradesh,2020,2,lower siang district,2644
arunachal-pradesh,2020,2,dibang valley district,367
arunachal-pradesh,2020,2,west kameng district,15766
arunachal-pradesh,2020,2,shi yomi district,320
arunachal-pradesh,2020,2,east kameng district,2506
arunachal-pradesh,2020,2,lohit district,10154
arunachal-pradesh,2020,2,lepa rada district,1890
arunachal-pradesh,2020,2,lower dibang valley district,5782
arunachal-pradesh,2020,2,longding district,2751
arunachal-pradesh,2020,2,west siang district,7239
arunachal-pradesh,2020,2,kamle district,509
arunachal-pradesh,2020,2,upper siang district,2552
arunachal-pradesh,2020,2,kurung kumey district,834
arunachal-pradesh,2020,2,siang district,1831
arunachal-pradesh,2020,2,kra daadi district,870
arunachal-pradesh,2020,2,changlang district,14036
arunachal-pradesh,2020,2,pakke kessang district,438
arunachal-pradesh,2020,2,east siang district,13601
arunachal-pradesh,2020,2,upper subansiri district,4465
arunachal-pradesh,2020,2,tawang district,8993
arunachal-pradesh,2020,2,namsai district,7426
arunachal-pradesh,2020,3,lower subansiri district,6456
arunachal-pradesh,2020,3,tirap district,6119
arunachal-pradesh,2020,3,papum pare district,69419
arunachal-pradesh,2020,3,anjaw district,2226
arunachal-pradesh,2020,3,lower siang district,2983
arunachal-pradesh,2020,3,dibang valley district,411
arunachal-pradesh,2020,3,west kameng district,17636
arunachal-pradesh,2020,3,shi yomi district,337
arunachal-pradesh,2020,3,east kameng district,3169
arunachal-pradesh,2020,3,lohit district,11755
arunachal-pradesh,2020,3,lepa rada district,2304
arunachal-pradesh,2020,3,lower dibang valley district,6799
arunachal-pradesh,2020,3,longding district,3277
arunachal-pradesh,2020,3,west siang district,8623
arunachal-pradesh,2020,3,kamle district,639
arunachal-pradesh,2020,3,upper siang district,3011
arunachal-pradesh,2020,3,kurung kumey district,1025
arunachal-pradesh,2020,3,siang district,2225
arunachal-pradesh,2020,3,kra daadi district,1026
arunachal-pradesh,2020,3,changlang district,16385
arunachal-pradesh,2020,3,pakke kessang district,508
arunachal-pradesh,2020,3,east siang district,15921
arunachal-pradesh,2020,3,upper subansiri district,5295
arunachal-pradesh,2020,3,tawang district,9944
arunachal-pradesh,2020,3,namsai district,8553
arunachal-pradesh,2020,4,lower subansiri district,7388
arunachal-pradesh,2020,4,tirap district,6805
arunachal-pradesh,2020,4,papum pare district,77936
arunachal-pradesh,2020,4,anjaw district,2485
arunachal-pradesh,2020,4,lower siang district,3320
arunachal-pradesh,2020,4,dibang valley district,444
arunachal-pradesh,2020,4,west kameng district,19464
arunachal-pradesh,2020,4,shi yomi district,370
arunachal-pradesh,2020,4,east kameng district,3638
arunachal-pradesh,2020,4,lohit district,13126
arunachal-pradesh,2020,4,lepa rada district,2735
arunachal-pradesh,2020,4,lower dibang valley district,7693
arunachal-pradesh,2020,4,longding district,3753
arunachal-pradesh,2020,4,west siang district,9911
arunachal-pradesh,2020,4,kamle district,745
arunachal-pradesh,2020,4,upper siang district,3497
arunachal-pradesh,2020,4,kurung kumey district,1173
arunachal-pradesh,2020,4,siang district,2635
arunachal-pradesh,2020,4,kra daadi district,1141
arunachal-pradesh,2020,4,changlang district,18203
arunachal-pradesh,2020,4,pakke kessang district,593
arunachal-pradesh,2020,4,east siang district,17822
arunachal-pradesh,2020,4,upper subansiri district,6069
arunachal-pradesh,2020,4,tawang district,10909
arunachal-pradesh,2020,4,namsai district,9437
arunachal-pradesh,2021,1,lower subansiri district,8044
arunachal-pradesh,2021,1,tirap district,7376
arunachal-pradesh,2021,1,papum pare district,84715
arunachal-pradesh,2021,1,anjaw district,2660
arunachal-pradesh,2021,1,lower siang district,3594
arunachal-pradesh,2021,1,dibang valley district,478
arunachal-pradesh,2021,1,west kameng district,21027
arunachal-pradesh,2021,1,shi yomi district,390
arunachal-pradesh,2021,1,east kameng district,3990
arunachal-pradesh,2021,1,lohit district,14231
arunachal-pradesh,2021,1,lepa rada district,3008
arunachal-pradesh,2021,1,lower dibang valley district,8402
arunachal-pradesh,2021,1,longding district,4117
arunachal-pradesh,2021,1,west siang district,10836
arunachal-pradesh,2021,1,kamle district,814
arunachal-pradesh,2021,1,upper siang district,3847
arunachal-pradesh,2021,1,kurung kumey district,1287
arunachal-pradesh,2021,1,siang district,2878
arunachal-pradesh,2021,1,kra daadi district,1244
arunachal-pradesh,2021,1,changlang district,19716
arunachal-pradesh,2021,1,pakke kessang district,647
arunachal-pradesh,2021,1,east siang district,19342
arunachal-pradesh,2021,1,upper subansiri district,6577
arunachal-pradesh,2021,1,tawang district,11778
arunachal-pradesh,2021,1,namsai district,10242
arunachal-pradesh,2021,2,lower subansiri district,8685
arunachal-pradesh,2021,2,tirap district,7955
arunachal-pradesh,2021,2,papum pare district,90871
arunachal-pradesh,2021,2,anjaw district,2866
arunachal-pradesh,2021,2,lower siang district,3872
arunachal-pradesh,2021,2,dibang valley district,516
arunachal-pradesh,2021,2,west kameng district,22625
arunachal-pradesh,2021,2,shi yomi district,430
arunachal-pradesh,2021,2,east kameng district,4314
arunachal-pradesh,2021,2,lohit district,15360
arunachal-pradesh,2021,2,lepa rada district,3249
arunachal-pradesh,2021,2,lower dibang valley district,9094
arunachal-pradesh,2021,2,longding district,4456
arunachal-pradesh,2021,2,west siang district,11657
arunachal-pradesh,2021,2,kamle district,883
arunachal-pradesh,2021,2,upper siang district,4145
arunachal-pradesh,2021,2,kurung kumey district,1398
arunachal-pradesh,2021,2,siang district,3116
arunachal-pradesh,2021,2,kra daadi district,1353
arunachal-pradesh,2021,2,changlang district,21404
arunachal-pradesh,2021,2,pakke kessang district,702
arunachal-pradesh,2021,2,east siang district,20817
arunachal-pradesh,2021,2,upper subansiri district,7057
arunachal-pradesh,2021,2,tawang district,12636
arunachal-pradesh,2021,2,namsai district,11111
arunachal-pradesh,2021,3,lower subansiri district,9451
arunachal-pradesh,2021,3,tirap district,8665
arunachal-pradesh,2021,3,papum pare district,97854
arunachal-pradesh,2021,3,anjaw district,3099
arunachal-pradesh,2021,3,lower siang district,4229
arunachal-pradesh,2021,3,dibang valley district,571
arunachal-pradesh,2021,3,west kameng district,24489
arunachal-pradesh,2021,3,shi yomi district,473
arunachal-pradesh,2021,3,east kameng district,4671
arunachal-pradesh,2021,3,lohit district,16680
arunachal-pradesh,2021,3,lepa rada district,3527
arunachal-pradesh,2021,3,lower dibang valley district,9920
arunachal-pradesh,2021,3,longding district,4890
arunachal-pradesh,2021,3,west siang district,12616
arunachal-pradesh,2021,3,kamle district,974
arunachal-pradesh,2021,3,upper siang district,4506
arunachal-pradesh,2021,3,kurung kumey district,1509
arunachal-pradesh,2021,3,siang district,3396
arunachal-pradesh,2021,3,kra daadi district,1475
arunachal-pradesh,2021,3,changlang district,23328
arunachal-pradesh,2021,3,pakke kessang district,770
arunachal-pradesh,2021,3,east siang district,22538
arunachal-pradesh,2021,3,upper subansiri district,7652
arunachal-pradesh,2021,3,tawang district,13650
arunachal-pradesh,2021,3,namsai district,12140
arunachal-pradesh,2021,4,lower subansiri district,10187
arunachal-pradesh,2021,4,tirap district,9331
arunachal-pradesh,2021,4,papum pare district,104806
arunachal-pradesh,2021,4,anjaw district,3342
arunachal-pradesh,2021,4,lower siang district,4550
arunachal-pradesh,2021,4,dibang valley district,621
arunachal-pradesh,2021,4,west kameng district,26237
arunachal-pradesh,2021,4,shi yomi district,498
arunachal-pradesh,2021,4,east kameng district,5027
arunachal-pradesh,2021,4,lohit district,17980
arunachal-pradesh,2021,4,lepa rada district,3810
arunachal-pradesh,2021,4,lower dibang valley district,10679
arunachal-pradesh,2021,4,longding district,5345
arunachal-pradesh,2021,4,west siang district,13555
arunachal-pradesh,2021,4,kamle district,1069
arunachal-pradesh,2021,4,upper siang district,4850
arunachal-pradesh,2021,4,kurung kumey district,1633
arunachal-pradesh,2021,4,siang district,3675
arunachal-pradesh,2021,4,kra daadi district,1593
arunachal-pradesh,2021,4,changlang district,25155
arunachal-pradesh,2021,4,pakke kessang district,835
arunachal-pradesh,2021,4,east siang district,24208
arunachal-pradesh,2021,4,upper subansiri district,8201
arunachal-pradesh,2021,4,tawang district,14665
arunachal-pradesh,2021,4,namsai district,13092
arunachal-pradesh,2022,1,lower subansiri district,10854
arunachal-pradesh,2022,1,tirap district,9972
arunachal-pradesh,2022,1,papum pare district,111271
arunachal-pradesh,2022,1,anjaw district,3560
arunachal-pradesh,2022,1,lower siang district,4882
arunachal-pradesh,2022,1,dibang valley district,656
arunachal-pradesh,2022,1,west kameng district,27860
arunachal-pradesh,2022,1,shi yomi district,540
arunachal-pradesh,2022,1,east kameng district,5355
arunachal-pradesh,2022,1,lohit district,19214
arunachal-pradesh,2022,1,lepa rada district,4049
arunachal-pradesh,2022,1,lower dibang valley district,11401
arunachal-pradesh,2022,1,longding district,5700
arunachal-pradesh,2022,1,west siang district,14420
arunachal-pradesh,2022,1,kamle district,1144
arunachal-pradesh,2022,1,upper siang district,5146
arunachal-pradesh,2022,1,kurung kumey district,1744
arunachal-pradesh,2022,1,siang district,3942
arunachal-pradesh,2022,1,kra daadi district,1701
arunachal-pradesh,2022,1,changlang district,26904
arunachal-pradesh,2022,1,pakke kessang district,887
arunachal-pradesh,2022,1,east siang district,25763
arunachal-pradesh,2022,1,upper subansiri district,8731
arunachal-pradesh,2022,1,tawang district,15589
arunachal-pradesh,2022,1,namsai district,14054
arunachal-pradesh,2022,2,lower subansiri district,11479
arunachal-pradesh,2022,2,tirap district,10538
arunachal-pradesh,2022,2,papum pare district,117568
arunachal-pradesh,2022,2,anjaw district,3769
arunachal-pradesh,2022,2,lower siang district,5161
arunachal-pradesh,2022,2,dibang valley district,701
arunachal-pradesh,2022,2,west kameng district,29424
arunachal-pradesh,2022,2,shi yomi district,575
arunachal-pradesh,2022,2,east kameng district,5680
arunachal-pradesh,2022,2,lohit district,20325
arunachal-pradesh,2022,2,lepa rada district,4265
arunachal-pradesh,2022,2,lower dibang valley district,12040
arunachal-pradesh,2022,2,longding district,6034
arunachal-pradesh,2022,2,west siang district,15231
arunachal-pradesh,2022,2,kamle district,1210
arunachal-pradesh,2022,2,upper siang district,5440
arunachal-pradesh,2022,2,kurung kumey district,1854
arunachal-pradesh,2022,2,siang district,4160
arunachal-pradesh,2022,2,kra daadi district,1797
arunachal-pradesh,2022,2,changlang district,28495
arunachal-pradesh,2022,2,pakke kessang district,945
arunachal-pradesh,2022,2,east siang district,27240
arunachal-pradesh,2022,2,upper subansiri district,9235
arunachal-pradesh,2022,2,tawang district,16475
arunachal-pradesh,2022,2,namsai district,14887
arunachal-pradesh,2022,3,lower subansiri district,12085
arunachal-pradesh,2022,3,tirap district,11115
arunachal-pradesh,2022,3,papum pare district,124095
arunachal-pradesh,2022,3,anjaw district,3966
arunachal-pradesh,2022,3,lower siang district,5436
arunachal-pradesh,2022,3,dibang valley district,740
arunachal-pradesh,2022,3,west kameng district,30964
arunachal-pradesh,2022,3,shi yomi district,598
arunachal-pradesh,2022,3,east kameng district,5997
arunachal-pradesh,2022,3,lohit district,21385
arunachal-pradesh,2022,3,lepa rada district,4510
arunachal-pradesh,2022,3,lower dibang valley district,12668
arunachal-pradesh,2022,3,longding district,6321
arunachal-pradesh,2022,3,west siang district,16063
arunachal-pradesh,2022,3,kamle district,1262
arunachal-pradesh,2022,3,upper siang district,5690
arunachal-pradesh,2022,3,kurung kumey district,1936
arunachal-pradesh,2022,3,siang district,4369
arunachal-pradesh,2022,3,kra daadi district,1893
arunachal-pradesh,2022,3,changlang district,29965
arunachal-pradesh,2022,3,pakke kessang district,980
arunachal-pradesh,2022,3,east siang district,28698
arunachal-pradesh,2022,3,upper subansiri district,9713
arunachal-pradesh,2022,3,tawang district,17281
arunachal-pradesh,2022,3,namsai district,15642
arunachal-pradesh,2022,4,lower subansiri district,12630
arunachal-pradesh,2022,4,tirap district,11584
arunachal-pradesh,2022,4,papum pare district,130306
arunachal-pradesh,2022,4,anjaw district,4105
arunachal-pradesh,2022,4,lower siang district,5633
arunachal-pradesh,2022,4,dibang valley district,752
arunachal-pradesh,2022,4,west kameng district,32237
arunachal-pradesh,2022,4,shi yomi district,615
arunachal-pradesh,2022,4,east kameng district,6307
arunachal-pradesh,2022,4,lohit district,22359
arunachal-pradesh,2022,4,lepa rada district,4730
arunachal-pradesh,2022,4,lower dibang valley district,13188
arunachal-pradesh,2022,4,longding district,6590
arunachal-pradesh,2022,4,west siang district,16816
arunachal-pradesh,2022,4,kamle district,1301
arunachal-pradesh,2022,4,upper siang district,5930
arunachal-pradesh,2022,4,kurung kumey district,2008
arunachal-pradesh,2022,4,siang district,4500
arunachal-pradesh,2022,4,kra daadi district,1960
arunachal-pradesh,2022,4,changlang district,31196
arunachal-pradesh,2022,4,pakke kessang district,1013
arunachal-pradesh,2022,4,east siang district,30033
arunachal-pradesh,2022,4,upper subansiri district,10189
arunachal-pradesh,2022,4,tawang district,18003
arunachal-pradesh,2022,4,namsai district,16322
arunachal-pradesh,2023,1,lower subansiri district,13220
arunachal-pradesh,2023,1,tirap district,12127
arunachal-pradesh,2023,1,papum pare district,136357
arunachal-pradesh,2023,1,anjaw district,4310
arunachal-pradesh,2023,1,lower siang district,5917
arunachal-pradesh,2023,1,dibang valley district,789
arunachal-pradesh,2023,1,west kameng district,33625
arunachal-pradesh,2023,1,shi yomi district,631
arunachal-pradesh,2023,1,east kameng district,6598
arunachal-pradesh,2023,1,lohit district,23429
arunachal-pradesh,2023,1,lepa rada district,4938
arunachal-pradesh,2023,1,lower dibang valley district,13811
arunachal-pradesh,2023,1,longding district,6882
arunachal-pradesh,2023,1,west siang district,17590
arunachal-pradesh,2023,1,kamle district,1367
arunachal-pradesh,2023,1,upper siang district,6196
arunachal-pradesh,2023,1,kurung kumey district,2091
arunachal-pradesh,2023,1,siang district,4696
arunachal-pradesh,2023,1,kra daadi district,2051
arunachal-pradesh,2023,1,changlang district,32646
arunachal-pradesh,2023,1,pakke kessang district,1057
arunachal-pradesh,2023,1,east siang district,31416
arunachal-pradesh,2023,1,upper subansiri district,10648
